Badge,Profile,Company,Location,Start Date,Salary,,Posted,Tags,Link
Actively hiring,Field Sales Representative,Zigsaw Consultancy,Ahmedabad,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/field-sales-representative-fresher-jobs-in-ahmedabad-at-zigsaw-consultancy1677760530
,Graphic Designer,Fettle And Sports Consultants Private Limited,Ahmedabad,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/graphic-designer-fresher-jobs-in-ahmedabad-at-fettle-and-sports-consultants-private-limited1679480096
,Human Resources (HR) Executive,E-Procurement Technologies Limited,Ahmedabad,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/human-resources-hr-executive-fresher-jobs-in-ahmedabad-at-e-procurement-technologies-limited1679479125
,SEO Analyst,GiftAFeeling,Work from home,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-seo-analyst-fresher-jobs-at-giftafeeling1679479590
Actively hiring,Senior Graphic Designer,Interpret Media,Work from home,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-senior-graphic-designer-fresher-jobs-at-interpret-media1679477120
,Ads Specialist,Zolo Media,Siliguri,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/ads-specialist-fresher-jobs-in-siliguri-at-zolo-media1679474488
,Administration Associate,BluePixel Media & Entertainment,Noida,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/administration-associate-fresher-jobs-in-noida-at-bluepixel-media-entertainment1678351644
,Junior Social Media Marketing Associate,Ubakabazki,Work from home,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-junior-social-media-marketing-associate-fresher-jobs-at-ubakabazki1679470004
,Design Executive,GTC OILFIELD SERVICES LTD,Ahmedabad,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/design-executive-fresher-jobs-in-ahmedabad-at-gtc-oilfield-services-ltd1677746452
,Telecaller,The Bio Company,Vasai-Virar,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/telecaller-fresher-jobs-in-vasai-virar-at-the-bio-company1679473291
,Corporate Sales Executive,Ubakabazki,Work from home,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-corporate-sales-executive-fresher-jobs-at-ubakabazki1679470456
,Associate Telecaller,Herbal Chakra Private Limited,Noida,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/associate-telecaller-fresher-jobs-in-noida-at-herbal-chakra-private-limited1679123514
Actively hiring,Editor,OtakuKart,Work from home,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-editor-fresher-jobs-at-otakukart1679416737
Actively hiring,Junior Mechanical Engineer Design,Jaycee Equipments Private Limited,Pune,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/junior-mechanical-engineer-design-fresher-jobs-in-pune-at-jaycee-equipments-private-limited1679459384
,Graphic Designer,Paradox India,Noida,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/graphic-designer-fresher-jobs-in-noida-at-paradox-india1679390398
,Digital Marketing Associate,Focus Academy For Career Enhancement,Coimbatore,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/digital-marketing-associate-fresher-jobs-in-coimbatore-at-focus-academy-for-career-enhancement1679038181
Actively hiring,Business Development Associate,TrackBack Media,Noida,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/business-development-associate-fresher-jobs-in-noida-at-trackback-media1679395014
,Administration Executive,Tristar Management Services Private Limited,Mumbai,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/administration-executive-fresher-jobs-in-mumbai-at-tristar-management-services-private-limited1679392285
,Content Writer,Inkcre Media Private Limited,Mumbai,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/content-writer-fresher-jobs-in-mumbai-at-inkcre-media-private-limited1677073389
,Accountant,Paradox India,Noida,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/accountant-fresher-jobs-in-noida-at-paradox-india1679390930
,Social Media & Operations Executive,Shanai Ventures Private Limited,Mumbai,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/social-media-operations-executive-fresher-jobs-in-mumbai-at-shanai-ventures-private-limited1679319281
,Fashion Design & Sales,UN-CUFFED Clothing,Bangalore,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/fashion-design-sales-fresher-jobs-in-bangalore-at-un-cuffed-clothing1679397310
Actively hiring,Digital Marketing Executive,MSAG Skill India LLP,Gurgaon,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/digital-marketing-executive-fresher-jobs-in-gurgaon-at-msag-skill-india-llp1679385149
,Web Developer,Metricoid Technology Solutions Private Limited,"Ulhasnagar, Thane, Navi Mumbai, Dombivli, Kalyan, Mumbai, Badlapur, Ambernath, Panvel",Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/web-developer-fresher-jobs-in-multiple-locations-at-metricoid-technology-solutions-private-limited1679389560
,Backend Developer,Metricoid Technology Solutions Private Limited,"Panvel, Thane, Navi Mumbai, Dombivli, Kalyan, Mumbai",Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/backend-developer-fresher-jobs-in-multiple-locations-at-metricoid-technology-solutions-private-limited1679389356
,Guest Relation Executive,Emerald Leisures Limited,Mumbai,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/guest-relation-executive-fresher-jobs-in-mumbai-at-emerald-leisures-limited1679389142
,Marketing & Communication Executive,DTORR,Nagpur,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/marketing-communication-executive-fresher-jobs-in-nagpur-at-dtorr1679375838
Actively hiring,Graphic Designer,Ubakabazki,Work from home,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-graphic-designer-fresher-jobs-at-ubakabazki1679385571
,Sales Executive,Chemo Biological,Delhi,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/sales-executive-fresher-jobs-in-delhi-at-chemo-biological1679387229
,Corporate Sales Executive,Art Ellipse Gallery,Gurgaon,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/corporate-sales-executive-fresher-jobs-in-gurgaon-at-art-ellipse-gallery1679384445
,Graphic Designer,Shade Marketing & PR Agency,Delhi,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/graphic-designer-fresher-jobs-in-delhi-at-shade-marketing-pr-agency1679376485
,Process Associate,Merkle Sokrati,Pune,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/process-associate-fresher-jobs-in-pune-at-merkle-sokrati1679317291
,Social Media Manager,The Sparkle Story,Mumbai,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/social-media-manager-fresher-jobs-in-mumbai-at-the-sparkle-story1679319145
,Corporate Sales Associate,Rytfit,Work from home,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-corporate-sales-associate-fresher-jobs-at-rytfit1679324139
,Full Stack Developer,RightChoice.AI,Work from home,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-full-stack-developer-fresher-jobs-at-rightchoiceai1679294439
,Junior Motion Graphics Executive,Marketing+,Work from home,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-junior-motion-graphics-executive-fresher-jobs-at-marketing1679308612
,Junior Search Engine Optimization (SEO) Executive,Switch2us,Noida,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/junior-search-engine-optimization-seo-executive-fresher-jobs-in-noida-at-switch2us1679298584
,Vendor Manager,Macronix Screening Services Private Limited,Bangalore,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/vendor-manager-fresher-jobs-in-bangalore-at-macronix-screening-services-private-limited1679320923
,Senior Legal Researcher,KK Singh Law Firm,Noida,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/senior-legal-researcher-fresher-jobs-in-noida-at-kk-singh-law-firm1679301225
,Accountant Admin,Total Productions,Bangalore,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/accountant-admin-fresher-jobs-in-bangalore-at-total-productions1679299625
,Associate Graphic Designer,Gromate,Vadodara,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/associate-graphic-designer-fresher-jobs-in-vadodara-at-gromate1679051793
,Social Media Manager,Massiv Elements,Dahisar,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/social-media-manager-fresher-jobs-in-dahisar-at-massiv-elements1679306370
,Accountant,TraviYO,"Delhi, Ghaziabad, Greater Noida, Noida",Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/accountant-fresher-jobs-in-multiple-locations-at-traviyo1679304244
,Project Coordinator,Tailwebs,Bangalore,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/project-coordinator-fresher-jobs-in-bangalore-at-tailwebs1679034895
,Field Sales Executive,Maruti Flex Private Limited,"Chandigarh, Ludhiana, Kharar, Mohali, Zirakpur",Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/field-sales-executive-fresher-jobs-in-multiple-locations-at-maruti-flex-private-limited1679289430
,Content Writer,Ono Teas,Navi Mumbai,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/content-writer-fresher-jobs-in-navi-mumbai-at-ono-teas1679298589
Actively hiring,Executive - Music Monetization & Video OTT (Facebook) - Contractual Role,Saregama India Limited,Mumbai,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/executive-music-monetization-video-ott-facebook-contractual-role-fresher-jobs-in-mumbai-at-saregama-india-limited1679301238
,Front Desk Cum Sales Executive,Fluent Fast Academy,Delhi,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/front-desk-cum-sales-executive-fresher-jobs-in-delhi-at-fluent-fast-academy1679224481
Actively hiring,Senior Copywriter,Ranksoldier International Private Limited,Work from home,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-senior-copywriter-fresher-jobs-at-ranksoldier-international-private-limited1679289446
Actively hiring,Sales Development Representative,Ranksoldier International Private Limited,Work from home,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-sales-development-representative-fresher-jobs-at-ranksoldier-international-private-limited1679288915
,Billing Executive,Pokarna Fabrics Private Limited,Hyderabad,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/billing-executive-fresher-jobs-in-hyderabad-at-pokarna-fabrics-private-limited1679131376
,PHP Developer,Jingle Infotech Limited,Delhi,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/php-developer-fresher-jobs-in-delhi-at-jingle-infotech-limited1679118474
,Recruitment Consultant,Dust Value,Mumbai,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/recruitment-consultant-fresher-jobs-in-mumbai-at-dust-value1679248736
,Digital Marketing Manager,Ahadiya,Delhi,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/digital-marketing-manager-fresher-jobs-in-delhi-at-ahadiya1679119384
,Customer Relationship Executive,Anusha Technovision Private Limited,Delhi,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/customer-relationship-executive-fresher-jobs-in-delhi-at-anusha-technovision-private-limited1679126260
,Junior Travel & Tourism Executive,Bluebird Holidays,Thane,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/junior-travel-tourism-executive-fresher-jobs-in-thane-at-bluebird-holidays1679060606
Actively hiring,Teacher,Simplify Solutions,Hyderabad,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/teacher-fresher-jobs-in-hyderabad-at-simplify-solutions1679206564
Actively hiring,Senior WordPress Developer,Creatiwise,Work from home,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-senior-wordpress-developer-fresher-jobs-at-creatiwise1679159506
Actively hiring,Associate Graphic Designer,Anshh Designer Studio (Men's Luxury Clothing),Work from home,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-associate-graphic-designer-fresher-jobs-at-anshh-designer-studio-mens-luxury-clothing1679125097
,Operation Executive,Anaxee Digital Runners Private Limited,Indore,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/operation-executive-fresher-jobs-in-indore-at-anaxee-digital-runners-private-limited1679112290
,Administration Associate,Grape Events Private Limited,Work from home,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-administration-associate-fresher-jobs-at-grape-events-private-limited1679034521
,Human Resources (HR) Executive,Odhni Heritage Pvt Ltd,"Delhi, Gurgaon",Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/human-resources-hr-executive-fresher-jobs-in-delhi-gurgaon-at-odhni-heritage-pvt-ltd1679053465
,Back Office Cum Front Desk Executive,Square Feet Property Consultant Private Limited,Pune,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/back-office-cum-front-desk-executive-fresher-jobs-in-pune-at-square-feet-property-consultant-private-limited1679053886
,ECommerce Catalogue Specialist,Urban Plant,Lucknow,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/ecommerce-catalogue-specialist-fresher-jobs-in-lucknow-at-urban-plant1678959377
,Human Resources (HR) Executive,CodeTrade India Private Limited,Ahmedabad,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/human-resources-hr-executive-fresher-jobs-in-ahmedabad-at-codetrade-india-private-limited1678960087
,Interior Sales Executive,LBD Robotics Private Limited,Work from home,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-interior-sales-executive-fresher-jobs-at-lbd-robotics-private-limited1679051588
,Inside Sales Specialist,Rapidtax Technologies Private Limited,"Delhi, Pitampura, North West",Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/inside-sales-specialist-fresher-jobs-in-multiple-locations-at-rapidtax-technologies-private-limited1679047837
,Business Development Executive,BYJU'S,Ahmedabad,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/business-development-executive-fresher-jobs-in-ahmedabad-at-byjus1679040107
,Business Account Manager,NoBrokerHood,"Ahmedabad, Chennai",Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/business-account-manager-fresher-jobs-in-ahmedabad-chennai-at-nobrokerhood1678970400
,Human Resources (HR) Associate,Vastu Housing Finance Corporation Limited,Mumbai,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/human-resources-hr-associate-fresher-jobs-in-mumbai-at-vastu-housing-finance-corporation-limited1677747883
,Graphic Designer,Prophius Events Private Limited,Gurgaon,Immediately,2,2.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/graphic-designer-fresher-jobs-in-gurgaon-at-prophius-events-private-limited1679040829
